borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B6045,Female,47,Single,Undergraduate degree holder,51000,3637.97765583229,0.05,0
B6046,Female,30,Single,Undergraduate degree holder,52000,3890.58303315194,0.1,0
B6047,Female,51,Single,Undergraduate degree holder,51000,3691.59441222174,0.05,0
B6048,Male,52,Married,Undergraduate degree holder,55000,3814.71218114783,0.05,0
B6049,Female,48,Single,Some college (Not a degree holder),47000,3672.32370988209,0.1,0
B6050,Female,40,Married,Undergraduate degree holder,47000,4188.93617173722,0.05,0
B6051,Female,43,Single,Undergraduate degree holder,48000,3315.43666072214,0.1,1
B6052,Female,47,Single,Undergraduate degree holder,44000,4232.03861027205,0.05,0
B6053,Male,41,Single,Undergraduate degree holder,50000,4786.78912174776,0.05,0
B6054,Male,46,Single,Undergraduate degree holder,44000,4312.82740963261,0.05,0
B6055,Female,34,Single,Undergraduate degree holder,59000,4148.11126641022,0.05,0
B6056,Female,37,Single,Undergraduate degree holder,49000,4565.00102713464,0.05,0
B6057,Male,37,Single,Undergraduate degree holder,46000,3249.35181574705,0.05,0
B6058,Male,29,Single,Some college (Not a degree holder),50000,4003.0964768163,0.1,1
B6059,Female,43,Single,Some college (Not a degree holder),51000,3966.46260597975,0.1,0
B6060,Male,45,Single,Undergraduate degree holder,40000,4289.83396042687,0.1,0
B6061,Female,50,Single,Undergraduate degree holder,49000,3671.0415337839,0.05,0
B6062,Male,43,Single,Undergraduate degree holder,50000,5189.21632890076,0.1,0
B6063,Male,53,Married,Non-HS graduate,43000,4197.56425304313,0.15,1
B6064,Male,33,Single,Undergraduate degree holder,44000,4083.07356429305,0.05,0
B6065,Male,43,Single,HS graduate,37000,4705.46517673209,0.1,1
B6066,Female,50,Single,Undergraduate degree holder,46000,3312.03997501268,0.05,0
B6067,Female,50,Single,Undergraduate degree holder,42000,4738.48201123576,0.05,0
B6068,Male,44,Single,Graduate degree holder,54000,4123.14995918517,0.05,1
B6069,Female,35,Widowed,Undergraduate degree holder,55000,4862.50638253628,0.05,0
B6070,Male,60,Married,Undergraduate degree holder,50000,2725.02070165928,0.05,0
B6071,Male,42,Single,Some college (Not a degree holder),42000,3995.79797192687,0.1,0
B6072,Male,48,Single,Undergraduate degree holder,42000,3392.84241215857,0.05,0
B6073,Male,31,Married,HS graduate,49000,4262.21526478248,0.15,1
B6074,Female,39,Single,Some college (Not a degree holder),56000,4553.55049672775,0.1,0
B6075,Female,37,Single,HS graduate,44000,3907.61532826972,0.1,0
B6076,Female,27,Single,Undergraduate degree holder,50000,4746.40830759274,0.05,0
B6077,Female,45,Divorced,Non-HS graduate,40000,4126.94511386138,0.15,1
B6078,Male,31,Single,Some college (Not a degree holder),42000,3820.00028919022,0.1,1
B6079,Male,39,Single,Undergraduate degree holder,52000,3829.89118778124,0.1,0
B6080,Male,35,Married,Undergraduate degree holder,50000,3829.73819755051,0.1,0
B6081,Female,43,Married,Some college (Not a degree holder),61000,4445.50816611431,0.1,0
B6082,Female,43,Married,Undergraduate degree holder,41000,4957.62675952881,0.1,1
B6083,Female,33,Divorced,Graduate degree holder,52000,3986.89292317497,0.05,0
B6084,Female,34,Single,Undergraduate degree holder,50000,4319.97034566156,0.05,0
B6085,Male,49,Married,Undergraduate degree holder,38000,5236.56300464006,0.05,1
B6086,Male,49,Married,Some college (Not a degree holder),46000,3812.22560109044,0.1,0
B6087,Male,41,Single,Graduate degree holder,42000,2786.754312635,0.05,1
B6088,Male,52,Widowed,Undergraduate degree holder,52000,3297.65537529619,0.1,1
B6089,Male,49,Single,Undergraduate degree holder,42000,3676.82678963103,0.05,1
B6090,Male,42,Single,Undergraduate degree holder,49000,3199.13272067492,0.05,0
B6091,Female,50,Married,Some college (Not a degree holder),43000,3222.50254583478,0.1,1
B6092,Male,35,Single,Non-HS graduate,51000,3998.134715802,0.15,0
B6093,Female,30,Single,Undergraduate degree holder,45000,3639.22100353118,0.05,1
B6094,Female,48,Married,Non-HS graduate,51000,3871.91681034979,0.1,0
B6095,Female,39,Single,Undergraduate degree holder,49000,4136.17129186818,0.1,0
B6096,Female,37,Divorced,Undergraduate degree holder,51000,4853.69494081595,0.1,0
B6097,Male,34,Single,Undergraduate degree holder,47000,4673.73525661609,0.05,0
B6098,Male,40,Single,Undergraduate degree holder,51000,4252.19296546625,0.05,0
B6099,Female,50,Widowed,Undergraduate degree holder,46000,3917.01405492618,0.05,0
B6100,Female,32,Married,Undergraduate degree holder,34000,3935.2750483932,0.1,1
B6101,Female,33,Single,Undergraduate degree holder,46000,3198.86417995782,0.05,0
B6102,Female,30,Single,HS graduate,46000,3571.22659570477,0.1,0
B6103,Male,48,Single,Undergraduate degree holder,49000,4519.89008621504,0.05,1
B6104,Male,49,Married,Undergraduate degree holder,49000,4153.58826350488,0.05,0
B6105,Male,62,Single,Undergraduate degree holder,49000,4137.86609447787,0.05,0
B6106,Female,41,Married,Graduate degree holder,57000,3117.66064282022,0.05,0
B6107,Male,47,Single,Graduate degree holder,38000,4035.14462387125,0.05,1
B6108,Male,43,Single,Non-HS graduate,55000,3530.95318041529,0.15,1
B6109,Male,35,Married,HS graduate,54000,3558.65135209017,0.1,1
B6110,Female,31,Single,Non-HS graduate,51000,3824.80707094762,0.1,0
B6111,Male,38,Separated,Undergraduate degree holder,36000,4454.33684117996,0.05,1
B6112,Male,39,Divorced,Some college (Not a degree holder),50000,3813.49352756687,0.1,0
B6113,Female,40,Single,Undergraduate degree holder,46000,4890.03324220844,0.1,1
B6114,Male,48,Single,Undergraduate degree holder,40000,3496.91217056053,0.05,1
B6115,Female,45,Married,Undergraduate degree holder,42000,4579.46534093299,0.1,1
B6116,Male,42,Married,HS graduate,49000,4126.8364403617,0.1,1
B6117,Male,30,Single,Non-HS graduate,55000,3850.50908292669,0.15,0
B6118,Male,45,Single,Undergraduate degree holder,45000,4650.46285100997,0.05,0
B6119,Male,38,Married,Undergraduate degree holder,52000,3399.86744851537,0.1,0
B6120,Female,36,Single,Undergraduate degree holder,57000,4295.86422942463,0.05,0
B6121,Female,34,Married,Graduate degree holder,55000,3699.13922960142,0.05,0
B6122,Female,40,Single,HS graduate,48000,4804.87500886766,0.1,1
B6123,Male,42,Single,Undergraduate degree holder,53000,3787.40333683513,0.05,0
B6124,Female,44,Separated,Some college (Not a degree holder),43000,4222.44386670604,0.1,0
B6125,Male,43,Married,HS graduate,44000,4552.15713466215,0.1,0
B6126,Male,46,Married,Graduate degree holder,50000,3626.69455483243,0.05,0
B6127,Female,36,Married,Some college (Not a degree holder),59000,3683.95945244289,0.1,0
B6128,Female,32,Single,Graduate degree holder,48000,3576.39117972568,0.05,0
B6129,Female,46,Single,Undergraduate degree holder,41000,3429.07474369117,0.05,0
B6130,Male,41,Separated,Undergraduate degree holder,48000,4783.46951833067,0.05,1
B6131,Male,33,Married,Undergraduate degree holder,45000,2915.94577281825,0.05,0
B6132,Female,38,Single,Some college (Not a degree holder),56000,4787.04172794429,0.1,0
B6133,Male,35,Married,Undergraduate degree holder,58000,3808.7539961904,0.05,0
B6134,Female,43,Married,Undergraduate degree holder,56000,3841.9036685585,0.05,0
B6135,Male,44,Single,Undergraduate degree holder,49000,4112.01745563481,0.05,0
B6136,Female,38,Married,Some college (Not a degree holder),52000,3579.07591689015,0.1,1
B6137,Female,37,Single,Undergraduate degree holder,45000,4354.00729937794,0.05,0
B6138,Male,45,Married,Some college (Not a degree holder),55000,3094.44609471251,0.1,0
B6139,Male,34,Single,Undergraduate degree holder,57000,4943.99111411618,0.05,0
B6140,Male,55,Married,Undergraduate degree holder,41000,4528.98545042997,0.1,1
B6141,Female,56,Married,Undergraduate degree holder,54000,3803.00501136019,0.1,0
B6142,Male,42,Single,Undergraduate degree holder,51000,4913.65162329589,0.05,0
B6143,Male,50,Married,Undergraduate degree holder,53000,4178.43670059319,0.05,0
B6144,Male,32,Married,Undergraduate degree holder,41000,4333.0729681469,0.05,1
B6145,Female,49,Single,HS graduate,43000,3918.94526887063,0.1,0
B6146,Male,42,Single,Some college (Not a degree holder),56000,3630.18249694166,0.1,0
B6147,Male,45,Single,Graduate degree holder,47000,4360.38429421922,0.05,0
B6148,Male,25,Married,HS graduate,50000,2576.5834891259,0.1,0
B6149,Male,41,Married,Undergraduate degree holder,45000,4562.98915146138,0.05,0
B6150,Male,34,Single,Non-HS graduate,47000,4543.143518962,0.15,1
B6151,Male,40,Married,Some college (Not a degree holder),51000,4145.69107316978,0.1,0
B6152,Female,39,Married,Undergraduate degree holder,46000,3144.77009404296,0.05,0
B6153,Female,45,Single,Some college (Not a degree holder),54000,4758.41152380237,0.1,1
B6154,Female,43,Single,Non-HS graduate,45000,4640.03352138497,0.1,0
B6155,Male,42,Married,Undergraduate degree holder,41000,4082.29150170687,0.1,0
B6156,Male,50,Married,Undergraduate degree holder,49000,4011.13862352983,0.05,0
B6157,Male,46,Single,Undergraduate degree holder,53000,3674.39483072915,0.05,0
B6158,Female,42,Married,Graduate degree holder,36000,3833.75982384579,0.05,1
B6159,Female,42,Single,Undergraduate degree holder,42000,4240.09013258226,0.05,0
B6160,Female,43,Married,Some college (Not a degree holder),54000,3504.75528453476,0.1,0
B6161,Male,38,Single,Undergraduate degree holder,49000,3337.19273416004,0.05,1
B6162,Male,45,Married,Undergraduate degree holder,53000,4127.86704189877,0.1,0
B6163,Male,34,Single,Undergraduate degree holder,53000,3285.65764840379,0.05,0
B6164,Female,46,Married,Undergraduate degree holder,42000,4597.02768854972,0.05,1
B6165,Male,43,Single,Undergraduate degree holder,47000,4309.08911866012,0.05,0
B6166,Female,47,Married,Undergraduate degree holder,47000,3906.20338499279,0.05,0
B6167,Female,38,Single,Undergraduate degree holder,40000,4468.76597055981,0.05,0
B6168,Female,48,Single,Undergraduate degree holder,41000,3883.73077916367,0.05,0
B6169,Male,45,Single,Undergraduate degree holder,44000,3485.69565218182,0.05,0
B6170,Male,36,Single,Undergraduate degree holder,47000,2899.11605467288,0.05,0
B6171,Male,43,Single,HS graduate,52000,4868.85913556585,0.1,1
B6172,Female,34,Divorced,Some college (Not a degree holder),50000,4212.58586689692,0.1,1
B6173,Female,39,Married,Some college (Not a degree holder),44000,3608.01156498179,0.1,0
B6174,Female,33,Single,Undergraduate degree holder,54000,3799.45018714774,0.05,0
B6175,Female,34,Single,HS graduate,42000,4092.94428725853,0.1,0
B6176,Male,32,Single,Undergraduate degree holder,51000,4381.80899184286,0.05,0
B6177,Female,36,Single,Undergraduate degree holder,57000,4071.58370447422,0.05,0
B6178,Male,37,Single,Undergraduate degree holder,52000,4537.05793704553,0.05,0
B6179,Male,41,Single,Undergraduate degree holder,42000,3970.57339142928,0.05,1
B6180,Female,40,Married,Undergraduate degree holder,46000,4659.62947707983,0.05,0
B6181,Female,35,Married,Graduate degree holder,51000,3983.52131278718,0.05,0
B6182,Female,31,Single,Undergraduate degree holder,57000,3404.15847034737,0.1,0
B6183,Female,31,Single,Non-HS graduate,55000,4197.88230637692,0.15,0
B6184,Female,38,Married,Undergraduate degree holder,54000,4601.16467427056,0.05,0
B6185,Male,37,Single,Non-HS graduate,54000,4095.84210159562,0.15,0
B6186,Male,40,Single,Undergraduate degree holder,45000,4190.01816274984,0.1,0
B6187,Male,37,Single,Undergraduate degree holder,44000,4068.65606407644,0.05,0
B6188,Male,40,Single,Undergraduate degree holder,45000,3671.93124338518,0.05,1
B6189,Female,50,Married,Undergraduate degree holder,51000,4374.08314123108,0.05,0
B6190,Male,37,Single,Undergraduate degree holder,44000,3964.74695328302,0.05,0
B6191,Male,31,Single,HS graduate,46000,5155.43432948101,0.1,1
B6192,Male,32,Married,Some college (Not a degree holder),45000,3910.39059676175,0.1,0
B6193,Male,32,Married,Undergraduate degree holder,46000,3322.07241673561,0.05,1
B6194,Male,37,Single,HS graduate,48000,5023.13422692612,0.1,0
B6195,Female,37,Married,Undergraduate degree holder,50000,3578.16002478203,0.05,0
B6196,Female,43,Married,HS graduate,49000,3372.87548724843,0.1,0
B6197,Female,41,Single,Undergraduate degree holder,44000,3855.78456182801,0.05,0
B6198,Male,41,Single,HS graduate,60000,3813.63782922897,0.1,1
B6199,Male,42,Married,Some college (Not a degree holder),37000,2909.4921357983,0.1,0
B6200,Female,32,Single,Undergraduate degree holder,48000,3952.28523618973,0.05,0
B6201,Male,47,Single,Undergraduate degree holder,63000,4471.6501986164,0.1,1
B6202,Male,42,Single,Some college (Not a degree holder),50000,5182.32747637771,0.1,1
B6203,Male,43,Single,Undergraduate degree holder,46000,4412.83606614458,0.1,0
B6204,Male,38,Married,Undergraduate degree holder,54000,4505.32115019576,0.05,0
B6205,Female,49,Married,Undergraduate degree holder,55000,4604.59595301668,0.1,0
B6206,Male,44,Single,Undergraduate degree holder,38000,3573.19837777049,0.05,0
B6207,Male,48,Married,Undergraduate degree holder,47000,4128.6445957715,0.05,0
B6208,Male,35,Married,Undergraduate degree holder,48000,4425.8690439428,0.1,0
B6209,Male,35,Single,Some college (Not a degree holder),54000,3596.08900563448,0.1,0
B6210,Male,43,Married,Undergraduate degree holder,58000,3780.77668961686,0.05,0
B6211,Female,44,Single,Undergraduate degree holder,48000,4376.70642686841,0.05,0
B6212,Male,41,Married,Undergraduate degree holder,59000,3842.88733945831,0.05,0
B6213,Male,38,Single,Undergraduate degree holder,50000,4169.58849252319,0.05,0
B6214,Male,37,Single,Undergraduate degree holder,45000,3845.08319431346,0.1,0
B6215,Male,41,Single,Undergraduate degree holder,48000,4412.68601142047,0.05,0
B6216,Male,28,Married,Undergraduate degree holder,48000,3819.73198567264,0.05,0
B6217,Female,37,Married,Undergraduate degree holder,60000,3451.67342688424,0.05,0
B6218,Male,34,Single,Undergraduate degree holder,43000,4486.66146749599,0.05,0
B6219,Female,60,Single,HS graduate,53000,3827.2454888444,0.1,0
B6220,Male,37,Single,Some college (Not a degree holder),38000,4912.666464668,0.1,1
B6221,Male,45,Married,Undergraduate degree holder,42000,4442.17301238438,0.05,0
B6222,Female,42,Married,Undergraduate degree holder,41000,3611.22399562529,0.05,0
B6223,Male,47,Single,Undergraduate degree holder,54000,4302.44348037877,0.05,0
B6224,Female,53,Married,Undergraduate degree holder,49000,3092.02241206465,0.05,0
B6225,Male,46,Married,Graduate degree holder,58000,3889.64098923642,0.05,0
B6226,Male,50,Married,Undergraduate degree holder,48000,3078.2234014022,0.1,1
B6227,Female,40,Single,Undergraduate degree holder,50000,3238.78190333773,0.05,0
B6228,Male,32,Married,Undergraduate degree holder,57000,3919.85232128157,0.05,0
B6229,Female,35,Married,Undergraduate degree holder,54000,3951.49305790277,0.05,0
B6230,Male,36,Single,Undergraduate degree holder,38000,3125.28215756852,0.1,1
B6231,Female,42,Married,Undergraduate degree holder,44000,4263.18233616193,0.05,1
B6232,Female,34,Single,Some college (Not a degree holder),41000,4263.02702121333,0.1,1
B6233,Female,36,Married,Undergraduate degree holder,50000,3699.57250479462,0.05,0
B6234,Male,37,Married,Undergraduate degree holder,50000,4549.20577295878,0.05,0
B6235,Male,35,Divorced,Undergraduate degree holder,43000,3989.69256175688,0.05,0
B6236,Male,39,Married,Undergraduate degree holder,54000,3643.66732539202,0.05,0
B6237,Male,35,Married,Some college (Not a degree holder),56000,3165.08922336778,0.1,0
B6238,Male,33,Single,Undergraduate degree holder,51000,3654.55815404758,0.1,1
B6239,Male,44,Single,Undergraduate degree holder,50000,4323.32503243983,0.05,0
B6240,Female,36,Married,Undergraduate degree holder,37000,4874.51958730827,0.05,1
B6241,Female,46,Single,Undergraduate degree holder,49000,3975.96137794176,0.05,0
B6242,Female,57,Divorced,HS graduate,46000,4002.74623454316,0.1,1
B6243,Female,26,Single,Undergraduate degree holder,47000,4626.78232019919,0.1,0
B6244,Female,36,Separated,Undergraduate degree holder,56000,4486.60573124021,0.05,0
B6245,Male,40,Married,Some college (Not a degree holder),45000,3800.3529644614,0.1,1
B6246,Male,37,Divorced,Some college (Not a degree holder),45000,4623.81810316813,0.1,0
B6247,Male,41,Married,Graduate degree holder,48000,4177.2832223802,0.05,1
B6248,Female,48,Separated,Undergraduate degree holder,62000,4298.23805372302,0.05,0
B6249,Male,51,Married,Some college (Not a degree holder),51000,4377.57406703828,0.1,0
B6250,Male,45,Married,HS graduate,46000,4445.58617208298,0.1,0
B6251,Male,37,Single,Some college (Not a degree holder),47000,3591.79065712023,0.1,0
B6252,Male,32,Widowed,Graduate degree holder,41000,3211.39178535391,0.05,1
B6253,Female,42,Single,Undergraduate degree holder,49000,4102.24830422024,0.05,0
B6254,Female,39,Single,Some college (Not a degree holder),50000,4954.90832214859,0.1,1
B6255,Male,49,Single,Undergraduate degree holder,50000,3352.89309674594,0.05,1
B6256,Female,34,Single,Undergraduate degree holder,32000,3772.37523245119,0.05,1
B6257,Male,43,Married,Undergraduate degree holder,49000,4831.05063463284,0.05,1
B6258,Female,35,Married,Undergraduate degree holder,51000,3962.08641442279,0.05,0
B6259,Male,39,Married,Undergraduate degree holder,44000,3176.63919742322,0.05,1
